timestamp,company_name,city,website,email_found,method
2026-03-18T23:09:12.413526,Hi Finch,Nashville,hifinch.com,N/A,not_found
2026-03-18T23:09:14.544978,Jack and Jill Aesthetics,Nashville,jackjillaesthetics.com,N/A,not_found
2026-03-18T23:09:16.352380,Strobel Dentistry,Chicago,strobeldentistry.com,N/A,not_found
2026-03-18T23:09:18.198185,Vitahl Medical Aesthetics,Chicago,vitahlchicago.com,N/A,not_found
2026-03-18T23:09:19.779072,Natural Beauty Med Spa,Chicago,naturalbeautymedspa.com,N/A,not_found
2026-03-18T23:09:23.148945,South Loop Animal Hospital,Chicago,mysouthloopvet.com,N/A,not_found
2026-03-18T23:09:26.016274,North Avenue Animal Hospital,Chicago,northavevet.com,N/A,not_found
2026-03-18T23:09:28.738603,Uptown Animal Hospital,Chicago,uptownah.com,N/A,not_found
2026-03-18T23:09:30.158442,Dallas Dental Group,Dallas,dallasdental.com,N/A,not_found
2026-03-18T23:09:31.454556,Turtle Creek Dental Associates,Dallas,turtlecreekdental.com,N/A,not_found
2026-03-18T23:11:39.221006,Highland Park Dental,Dallas,hpdentist.com,N/A,not_found
2026-03-18T23:11:41.023328,Royal Lane Dental Center,Dallas,royallanedental.com,N/A,not_found
2026-03-18T23:11:44.494206,Inwood Chiropractic and Wellness Center,Dallas,backpro.net,N/A,not_found
2026-03-18T23:11:49.171619,Wellness Vida Center,Dallas,wellnessvida.com,N/A,not_found
2026-03-18T23:11:50.746120,Victory Bark Veterinary Clinic,Dallas,victorybark.com,N/A,not_found
2026-03-18T23:11:55.688991,Trail Pet Hospital,Dallas,trailpethospital.com,N/A,not_found
2026-03-18T23:11:56.530223,Houston Westchase Dentists,Houston,houstonwestchasedentists.com,info@houstonwestchasedentists.com,regex_homepage
2026-03-18T23:12:03.333841,Acadian Family Dental,Houston,acadiandental.com,N/A,not_found
2026-03-18T23:12:09.073899,Glow Medical Aesthetics,Houston,glowhouston.com,N/A,not_found
2026-03-18T23:12:11.005020,Clearstone Laser Hair Removal and Med Spa,Houston,clearstonespa.com,N/A,not_found
2026-03-18T23:12:11.925971,Galleria Aesthetics,Houston,galleriaesthetics.com,N/A,not_found
2026-03-18T23:12:17.526362,Heights Veterinary Clinic,Houston,heightsvet.com,N/A,not_found
2026-03-18T23:12:19.385694,Atlanta Dental Studio,Atlanta,atldentalstudio.com,N/A,not_found
2026-03-18T23:12:20.800464,Ponce Dental Studio,Atlanta,poncedentalstudio.com,N/A,not_found
2026-03-18T23:12:21.949880,Henderson Mill Dental Care,Atlanta,hendersonmilldentalcare.com,N/A,not_found
2026-03-18T23:12:25.736242,Atlanta MediSpa,Atlanta,atlantamedispa.com,N/A,not_found
2026-03-18T23:12:27.203973,Radiance Medspa,Atlanta,radiancemedspaatlanta.com,N/A,not_found
2026-03-18T23:12:31.103609,Park Crossing Dentistry,Charlotte,parkcrossingdentistry.com,N/A,not_found
2026-03-18T23:12:34.109969,Keith Clinic,Charlotte,keithclinic.com,N/A,not_found
2026-03-18T23:12:36.107215,Carlisle Chiropractic Clinic,Charlotte,carlislechiropracticclinic.com,N/A,not_found
2026-03-18T23:12:38.421307,Piedmont EyeCare Associates,Charlotte,charlotteoptometry.com,N/A,not_found
2026-03-18T23:12:44.100467,Innovative Eye Care,Charlotte,innovativeeyecare.net,N/A,fetch_failed
2026-03-18T23:12:45.484770,Charlotte Skin and Laser,Charlotte,charlotteskinandlaser.com,N/A,not_found
2026-03-18T23:12:48.064122,Dermatology Specialists of Charlotte,Charlotte,dscmd.com,N/A,not_found
2026-03-18T23:12:51.683030,Jackson Dental PA,Tampa,jacksondentaltampa.com,N/A,not_found
2026-03-18T23:12:58.258051,New Tampa Smiles,Tampa,newtampasmile.com,N/A,fetch_failed
2026-03-18T23:12:59.014125,South Tampa Dentistry,Tampa,southtampadentistry.com,N/A,not_found
2026-03-18T23:13:00.091237,Aspire MedSpa and Beauty Bar,Tampa,aspiremedspas.com,N/A,not_found
2026-03-18T23:13:03.146391,Fit4Life Physical Therapy,Tampa,fit4lifetampa.com,N/A,not_found
2026-03-18T23:13:05.468079,Skin Health Forever,Tampa,skinhealthforever.com,N/A,not_found
2026-03-18T23:13:06.783799,Koyfman Dental,Orlando,koyfmandental.com,N/A,not_found
2026-03-18T23:13:07.799173,Celine Med Spa,Orlando,celinemedspa.com,N/A,not_found
2026-03-18T23:13:09.296834,Bloom Aesthetics,Orlando,bloomaestheticsfl.com,N/A,not_found
2026-03-18T23:13:11.412023,Healthy Glow Med Spa,Orlando,healthyglowmedspa.com,N/A,not_found
2026-03-18T23:13:12.690491,Solterra Dentistry,Phoenix,solterradentistry.com,N/A,not_found
2026-03-18T23:13:16.359221,Uptown Medispa,Phoenix,uptownmedispa.com,N/A,not_found
2026-03-18T23:13:17.704334,Med 44 Arcadia,Phoenix,med44arcadia.com,N/A,not_found
2026-03-18T23:13:22.426144,CAS Chiropractic Center,Phoenix,caschiro.com,N/A,not_found
2026-03-18T23:13:23.789553,Shea Chiropractic,Phoenix,sheachiropracticclinic.com,N/A,not_found
2026-03-18T23:14:28.121024,TOPS Physical Therapy,Phoenix,topsphysicaltherapy.com,N/A,not_found
2026-03-18T23:14:30.993994,OSR Physical Therapy,Phoenix,osrphysicaltherapy.com,N/A,not_found
2026-03-18T23:14:32.878701,Los Angeles Dental Arts,Los Angeles,losangelesdentalarts.com,N/A,not_found
2026-03-18T23:14:36.533580,Arthur A Kezian DDS,Los Angeles,drkezian.com,N/A,not_found
2026-03-18T23:14:39.204819,Union Dental Center,Los Angeles,uniondentalcenter.co,N/A,not_found
2026-03-18T23:14:41.373386,Marina Medspa,Los Angeles,marinamedspa.com,N/A,not_found
2026-03-18T23:14:46.748995,Los Feliz Med Spa,Los Angeles,losfelizmedspa.com,reception@losfelizmedspa.com,regex_contact
2026-03-18T23:14:48.328301,South Coast Med Spa,Los Angeles,southcoastmedspa.com,N/A,not_found
2026-03-18T23:14:50.144753,Los Feliz Small Animal Hospital,Los Angeles,lfsah.com,N/A,not_found
2026-03-18T23:15:04.287044,OC Healthy Smiles,Costa Mesa,ochealthysmiles.com,N/A,not_found
2026-03-18T23:15:07.818417,Beauty Boost Med Spa,Newport Beach,beautyboostmedspa.com,N/A,not_found
2026-03-18T23:15:10.067329,Fifth Avenue Dental Arts,San Diego,mydentistsandiego.com,N/A,not_found
2026-03-18T23:15:14.361157,Scripps Rock Dental,San Diego,scrippsrockdental.com,info@scrippsrockdental.com,regex_contact
2026-03-18T23:15:20.534626,San Diego Skin Medical Spa,La Jolla,sandiegoskin.com,N/A,not_found
2026-03-18T23:15:22.029697,Urban Optiks Optometry,San Diego,uoosd.com,N/A,not_found
2026-03-18T23:15:23.438230,San Francisco Pet Hospital,San Francisco,sfpethospital.com,N/A,not_found
2026-03-18T23:15:24.833871,South Boston Dental Group,Boston,southbostondental.com,N/A,not_found
2026-03-18T23:15:28.998786,Dental Partners of Boston,Boston,dentalpartnersofboston.com,N/A,not_found
2026-03-18T23:15:30.686934,Seaport Medspa,Boston,seaportmedspa.com,N/A,not_found
2026-03-18T23:15:32.993901,Boston Medical Aesthetics,Boston,bostonmedicalaesthetics.net,N/A,not_found
2026-03-18T23:15:35.507781,IconMD Medical Spa,Boston,iconmd.com,N/A,not_found
2026-03-18T23:15:37.510233,SkinHealth Centers,Boston,skinhealthcenters.com,N/A,not_found
2026-03-18T23:15:40.865492,Joint Ventures Physical Therapy,Boston,jointventurespt.com,N/A,not_found
2026-03-18T23:15:42.255701,Rittenhouse Smiles,Philadelphia,rittenhousesmiles.com,N/A,not_found
2026-03-18T23:15:44.022043,Pine Vision Care,Philadelphia,pinevisioncare.com,N/A,not_found
2026-03-18T23:16:47.819208,DC Pearls Dental Boutique,Washington,dcpearlsdental.com,N/A,not_found
2026-03-18T23:16:48.848964,Georgetown Allure Med Spa,Washington,georgetownallure.com,N/A,not_found
2026-03-18T23:16:50.270571,Arta Medical Spa,Washington,artamedicalspa.com,N/A,not_found
2026-03-18T23:16:57.156151,AnewSkin MedSpa,Washington,anewskinmedspa.com,N/A,not_found
2026-03-18T23:16:58.805110,Metro Dental Care,Denver,metrodentalcare.com,N/A,not_found
2026-03-18T23:16:59.648218,OG Dental Denver,Denver,ogdentaldenver.com,N/A,not_found
2026-03-18T23:17:04.055916,Hampden Dentistry and Orthodontics,Denver,hampdendentist.com,N/A,not_found
2026-03-18T23:17:05.831558,La Fontaine Med Spa,Denver,denverfusionspa.com,N/A,not_found
2026-03-18T23:17:07.190341,Mountain Med Spa,Denver,mountainmedspa.com,N/A,not_found
2026-03-18T23:17:09.195287,ATLAS Physical Therapy,Denver,atlasptco.com,N/A,not_found
2026-03-18T23:17:11.922636,Denver Total PT,Denver,denvertotalpt.com,N/A,not_found
2026-03-18T23:17:12.961250,Blue Sky Physical Therapy,Denver,blueskypt.com,N/A,not_found
2026-03-18T23:17:13.637884,Denver Dermatology Center,Denver,denverdermatologycenter.com,N/A,fetch_failed
2026-03-18T23:17:15.184100,SKN Dermatology,Denver,skndermatology.com,N/A,not_found
2026-03-18T23:17:16.697063,Cherry Hills Dermatology,Denver,cherryhillsderm.com,N/A,not_found
2026-03-18T23:17:19.744697,Parkway Dental Center,Minneapolis,parkwaydentalcentermn.com,N/A,not_found
2026-03-18T23:17:23.525070,Nicollet Station Dental,Minneapolis,nicolletstationdental.com,info@nicolletstationdental.com,regex_homepage
2026-03-18T23:17:25.247703,Skin Artisans Medical Spa,Minneapolis,skinartisans.com,N/A,not_found
2026-03-18T23:17:32.376356,Metropolitan Skin Clinic,Minneapolis,metropolitanskinclinic.com,N/A,not_found
2026-03-18T23:17:33.501911,Minnehaha Animal Hospital,Minneapolis,minnehahaanimalhospital.com,N/A,not_found
2026-03-18T23:17:35.030834,Premier HVAC Services,Brooklyn,hvacnycpro.com,info@hvacnycpro.com,regex_contact
2026-03-18T23:18:43.807138,Main Plumbing Services,Miami,mainplumbingmiami.com,N/A,not_found
2026-03-18T23:19:23.090390,Eco1Plumbing,Miami,eco1plumbingmiami.com,N/A,not_found
2026-03-18T23:19:24.674711,Liriano Plumbing,Miami,lirianoplumbing.com,N/A,not_found
2026-03-18T23:19:26.518970,Sunny Bliss Plumbing & Air,Miami,sunnybliss.com,N/A,not_found
2026-03-18T23:19:29.123045,West Side Electric Service,Nashville,westsideelectricservice.com,N/A,not_found
2026-03-18T23:19:30.013315,Moss Electric,Nashville,mosselectrictn.com,N/A,not_found
2026-03-18T23:19:34.453305,Top Notch Electrical,Nashville,nashvilletopnotch.com,N/A,not_found
2026-03-18T23:19:39.201116,TAR Roofing,Chicago,tarroofing.com,N/A,not_found
2026-03-18T23:19:39.804367,All Roofs Inc,Chicago,allroof.us,N/A,fetch_failed
2026-03-18T23:19:41.419958,Lindholm Roofing,Chicago,lindholmroofing.com,N/A,not_found
2026-03-18T23:19:46.054213,Proctor Pest Control,Dallas,proctorpestcontrol.com,N/A,not_found
2026-03-18T23:19:50.843979,Addison Pest Control of Texas,Dallas,addisonexterminating.com,N/A,not_found
2026-03-18T23:19:54.987381,All-Safe Pest & Termite,Dallas,all-safe-pest.com,N/A,not_found
2026-03-18T23:19:58.440945,Dynasty Pest Control,Dallas,dynastypest.com,N/A,not_found
2026-03-18T23:19:59.721249,Cleanstar National,Atlanta,cleanstarnational.com,N/A,not_found
2026-03-18T23:20:01.593050,ATI Restoration Charlotte,Charlotte,atirestoration.com,N/A,not_found
2026-03-18T23:20:24.080171,Providence Restoration Group,Charlotte,prghelps.com,N/A,not_found
2026-03-18T23:20:28.681262,Reiner Group Inc,Fair Lawn,reinerac.com,N/A,not_found
2026-03-18T23:20:30.101722,Whalen & Ives Inc,Northern NJ,whalenives.com,N/A,not_found
2026-03-18T23:20:34.858840,Prestige Air Heating & Cooling,Bergen County,prestigeairheatingcooling.com,N/A,not_found
2026-03-18T23:20:38.861865,Unitemp MDI,Northern NJ,unitempinc.com,N/A,not_found
2026-03-18T23:20:40.316367,The Clean Plumbers,Tampa,thecleanplumbers.com,N/A,not_found
2026-03-18T23:20:44.818921,Experts Plumbing Services,Tampa,expertsplumbingservices.com,N/A,not_found
2026-03-18T23:20:46.826429,Believe Plumbing,Tampa,believeplumbing.com,N/A,not_found
2026-03-18T23:20:49.844872,Rowland Pest Management,Orlando,rowlandpest.com,N/A,not_found
2026-03-18T23:20:52.342458,Florida Pest Control Orlando,Orlando,flapest.com,N/A,not_found
2026-03-18T23:20:54.256368,Turner Pest Control Orlando,Orlando,turnerpest.com,N/A,not_found
2026-03-18T23:20:56.065713,Massey Services,Winter Park,masseyservices.com,N/A,not_found
2026-03-18T23:20:56.880736,G2.0 Electrical Contracting,Los Angeles,gec2.com,N/A,not_found
2026-03-18T23:21:02.823376,Tercero Inc,Los Angeles,terceroinc.com,N/A,not_found
2026-03-18T23:21:04.263137,Champion Cleaning,Boston,championcleaning.com,N/A,not_found
2026-03-18T23:21:08.543640,Atlantic Power Cleaning,Philadelphia,atlanticpowercleaning.com,N/A,not_found
2026-03-18T23:21:13.468914,Schmitt Heating & Air Conditioning,San Francisco,schmittheating.com,N/A,not_found
2026-03-18T23:21:15.177667,ABCO Mechanical Contractors,San Francisco,abcoair.com,N/A,not_found
2026-03-18T23:21:18.114004,Cabrillo Plumbing Heating & Air,San Francisco,discovercabrillo.com,N/A,not_found
2026-03-18T23:21:19.531250,FRY Plumbing Heating & AC,Washington,fryplumbing.com,N/A,not_found
2026-03-18T23:21:22.291527,Cardinal Plumbing Heating & Air,Washington,cardinalplumbingva.com,N/A,not_found
2026-03-18T23:21:25.728319,JAS Electrical,Orange County,jaselectrical.com,N/A,not_found
2026-03-18T23:21:29.534224,Pro Power Services Inc,Orange County,propowerservices.com,N/A,not_found
2026-03-18T23:21:31.594413,JEC Electric Services,Anaheim,jecwissco.com,N/A,not_found
2026-03-18T23:21:33.867569,San Diego Roofing Inc,San Diego,sandiegoroofing.com,N/A,not_found
2026-03-18T23:21:35.729097,MetroGreenscape,Charlotte,metrogreenscape.com,N/A,not_found
2026-03-18T23:21:36.732641,Estes Services,Atlanta,estesair.com,N/A,not_found
2026-03-18T23:21:41.047555,Howard Air,Phoenix,howardair.com,N/A,not_found
2026-03-18T23:21:42.725701,Hobaica Services,Phoenix,hobaica.com,N/A,not_found
2026-03-18T23:21:47.831741,Blue Sky Plumbing & Heating,Denver,blueskyplumbing.com,N/A,not_found
2026-03-18T23:21:49.320562,Atlanta Roofing Specialists,Atlanta,atlantaroofingspecialists.com,N/A,not_found
2026-03-18T23:21:52.580783,Lloyd Pest Control,Los Angeles,lloydpest.com,N/A,not_found
2026-03-18T23:21:55.322701,Ferran Services,Orlando,ferran-services.com,N/A,not_found
2026-03-18T23:21:58.056254,Genz-Ryan,Minneapolis,genzryan.com,N/A,not_found
2026-03-18T23:21:59.415812,Standard Heating & AC,Minneapolis,standardheating.com,N/A,not_found
2026-03-18T23:22:01.618928,Mark E. Feinsot CPA,New York,midtowncpafirm.com,N/A,not_found
2026-03-18T23:22:02.790484,Edward J. Colville LLC,Scotch Plains,www.ejcolvillecpa.com,N/A,not_found
2026-03-18T23:22:12.098989,BergerCPAFirst,New Jersey,bergercpafirst.com,N/A,not_found
2026-03-18T23:22:13.210349,Hildreth & Associates CPA,Brentwood,www.hildrethcpa.com,N/A,not_found
2026-03-18T23:22:13.993030,Warady & Davis LLP,Chicago,waradydavis.com,info@waradydavis.com,regex_homepage
2026-03-18T23:22:15.566208,John Joseph Griffin CPA PC,Chicago,johngriffincpa.com,N/A,not_found
2026-03-18T23:22:16.867587,Perkins Dexter Sinopoli & Hamm PC,Dallas,www.pdshcpas.com,N/A,not_found
2026-03-18T23:22:18.888083,L&H CPAs and Advisors,Dallas,www.lhcpafirm.com,N/A,not_found
2026-03-18T23:22:20.199917,Gurian CPA Firm,Dallas,gurianco.com,info@gurianco.com,regex_contact
2026-03-18T23:22:23.097235,M&B CPAs,Houston,mnbcpa.com,N/A,not_found
2026-03-18T23:22:25.029098,LB&J Certified Public Accountants,Charlotte,www.lbjcpa.com,N/A,not_found
2026-03-18T23:22:27.927545,Scharf Pera & Co PLLC,Charlotte,scharfpera.com,N/A,not_found
2026-03-18T23:22:29.272255,Rivero Gordimer & Company,Tampa,www.rgcocpa.com,N/A,not_found
2026-03-18T23:22:30.788161,CPA Tampa,Largo,cpatampa.net,N/A,not_found
2026-03-18T23:22:33.081285,KDK Accountancy,Orlando,orlandocpa.net,N/A,not_found
2026-03-18T23:22:34.739143,Jaime Santiago CPA,Orlando,jsantiagocpa.com,N/A,not_found
2026-03-18T23:22:36.181793,XZ CPA,Phoenix,xz-cpa.com,N/A,not_found
2026-03-18T23:22:37.811070,Thomas S Holly CPA PLLC,Phoenix,hollycpa.com,N/A,not_found
2026-03-18T23:22:38.924331,John W. Weldon CPA,Los Angeles,www.johnweldoncpa.com,N/A,not_found
2026-03-18T23:22:40.061685,Friedman & Company CPAs,Irvine,www.brettfriedmancpa.com,N/A,not_found
2026-03-18T23:22:46.128874,Abbo Tax CPA,San Diego,abbotax.com,N/A,not_found
2026-03-18T23:22:47.712617,Dark Horse CPAs,San Diego,darkhorse.cpa,N/A,not_found
2026-03-18T23:22:51.788348,Basta & Company,San Francisco,bastacpa.com,N/A,not_found
2026-03-18T23:24:20.355733,Wendroff & Associates CPA,Washington,wendroffcpa.com,N/A,not_found
2026-03-18T23:24:21.262597,Sonu Shukla CPA PA,Orlando,orlandotaxcoach.com,N/A,fetch_failed
2026-03-18T23:24:24.539769,Anderson Boback & Marshall,Chicago,illinoislawforyou.com,N/A,not_found
2026-03-18T23:24:25.675060,The McClure Law Group,Dallas,www.mcclure-lawgroup.com,N/A,not_found
2026-03-18T23:24:28.388100,The Barbosa Law Firm PC,Dallas,divorceattorneydallas.pro,N/A,not_found
2026-03-18T23:24:31.938628,The Women's Law Group,Tampa,thewomenslawgroup.com,N/A,not_found
2026-03-18T23:24:33.588410,Colorado Estate Planning Law Center,Denver,coloradoestateplanning.com,N/A,not_found
2026-03-18T23:24:34.866654,DiRaimondo & Schroeder LLP,New York,www.diraimondoschroeder.com,N/A,not_found
2026-03-18T23:24:40.389545,Sverdloff Law Group,Chicago,sverdlofflaw.com,N/A,not_found
2026-03-18T23:24:41.639358,Dansker & Aspromonte Associates LLP,New York,www.dandalaw.com,N/A,not_found
2026-03-18T23:24:42.273434,Valanzola Law Group,Hingham,valanzolalawgroup.com,N/A,fetch_failed
2026-03-18T23:24:45.042713,Bradford Miller Law PC,Chicago,bradfordmillerlaw.com,N/A,not_found
2026-03-18T23:24:47.119134,Lipscomb Insurance Group Inc,Dallas,lipscombinsurance.com,N/A,not_found
2026-03-18T23:24:48.862176,The Allen Thomas Group,Atlanta,allenthomasgroup.com,N/A,not_found
2026-03-18T23:24:51.427761,Texan Insurance,Houston,www.texaninsurance.com,N/A,not_found
2026-03-18T23:24:52.314752,Bonnie Brae Insurance,Denver,www.bonniebraeinsurance.com,N/A,not_found
2026-03-18T23:24:54.077082,Ramos Law,Phoenix,www.ramoslaw.com,N/A,not_found
2026-03-18T23:24:55.590666,Duffy Kruspodin LLP,Orange County,https://dk.cpa/,N/A,not_found
2026-03-18T23:24:59.388867,Levin & Associates,Chicago,https://levinfamilylaw.com/,N/A,not_found
2026-03-18T23:25:02.182526,Eittreim Martin Cutler LLC,Atlanta,https://www.emcfamilylaw.com/,N/A,not_found
2026-03-18T23:25:03.561461,Building Equity Management,New York,https://www.bemny.com/,N/A,not_found
2026-03-18T23:25:12.501279,Omni Realtors and Property Management,Nashville,https://www.myomnirealty.com/,N/A,not_found
2026-03-18T23:25:13.943373,Browning-Gordon & Company,Nashville,https://www.browning-gordon.com/,N/A,not_found
2026-03-18T23:25:14.956526,Beacham & Company Realtors,Atlanta,https://beacham.com/,N/A,not_found
2026-03-18T23:25:19.495890,DMR Mortgage,Houston,https://www.dmrloans.com/,N/A,not_found
2026-03-18T23:25:20.558280,J. Kent Staffing,Denver,https://www.jkentstaffing.com/,N/A,not_found
2026-03-18T23:25:21.181407,Leland Management,Orlando,https://lelandmgt.com/,N/A,fetch_failed
2026-03-18T23:25:23.287239,Bonnie Jones Associates,Washington,https://www.bonniejones.com/,N/A,not_found
2026-03-18T23:25:25.008590,Celarity,Minneapolis,https://www.celarity.com/,N/A,not_found
2026-03-18T23:25:26.261762,Sage Financial Group,Philadelphia,https://www.sagefinancial.com/,scohn@sagefinancial.com,regex_contact
2026-03-18T23:25:27.018911,A and N Mortgage Services,Chicago,https://www.anmtg.com/,N/A,not_found
2026-03-18T23:25:31.324699,Hiregy,Tampa,https://www.hiregy.com/,N/A,not_found
2026-03-18T23:25:33.495144,Avenue Real Estate,Washington,https://avenuerealestatellc.com/,N/A,not_found
2026-03-18T23:25:36.025187,Moisand Fitzgerald Tamayo,Orlando,https://moisandfitzgerald.com/,N/A,not_found
2026-03-18T23:25:40.508693,Poli Mortgage Group,Boston,https://www.polimortgage.com/,N/A,not_found
2026-03-18T23:25:42.337263,Clayton Services,Houston,https://www.claytonpersonnel.com/,N/A,not_found
2026-03-18T23:25:43.391280,Miami Brokers Group,Miami,https://miamibrokersgroup.com/,N/A,not_found
2026-03-18T23:25:44.321199,The Mather Group,Chicago,https://www.themathergroup.com/,info@themathergroup.com,regex_contact
2026-03-18T23:25:47.165454,Scion Staffing SF,San Francisco,https://scionstaffing.com/,N/A,not_found
2026-03-18T23:25:48.845372,Envoy Property Management,Los Angeles,envoyproperties.com,N/A,not_found
2026-03-18T23:25:51.081451,Solutions for Growth LLC,New York,solutionsforgrowthllc.com,N/A,not_found
2026-03-18T23:25:52.445286,The Charles,New York,thecharlesnyc.com,N/A,not_found
2026-03-18T23:25:54.957115,Altus Home Renovations,Miami,altusrenovations.com,N/A,not_found
2026-03-18T23:26:01.437176,MattBeth Construction LLC,Miami,mattbeth.com,N/A,not_found
2026-03-18T23:26:02.513759,Integrated Computer Services Inc.,Northern NJ,icssnj.com,N/A,not_found
2026-03-18T23:26:04.130575,Exigent Technologies,Northern NJ,exigent.net,N/A,not_found
2026-03-18T23:26:05.931626,JNG Painting,Hawthorne,jngpainting.com,N/A,not_found
2026-03-18T23:26:07.499665,Tirondola Painting,Ridgewood,tirondolapainting.com,N/A,not_found
2026-03-18T23:26:09.760276,Prizm Painting Plus,Northern NJ,prizmpainting.com,N/A,not_found
2026-03-18T23:26:14.376205,MSK & Sons Construction,Northern NJ,mskandsons.com,N/A,not_found
2026-03-18T23:26:15.925797,Mr. Fix It Remodeling,Northern NJ,cnjhomeservice.com,N/A,not_found
2026-03-18T23:26:18.171715,Tennessee Social,Nashville,tnsocial.com,N/A,not_found
2026-03-18T23:27:45.756869,CFM Digital,Nashville,cfmdigital.com,N/A,not_found
2026-03-18T23:27:47.051505,Flypaper,Nashville,customerswhostick.com,N/A,not_found
2026-03-18T23:27:48.648955,CloudSmart IT,Nashville,cloudsmartit.com,N/A,not_found
2026-03-18T23:27:51.766696,Nashville IT,Nashville,nashvilleit.com,N/A,not_found
2026-03-18T23:27:58.345171,The Concrete Gentlemen,Nashville,theconcretegentlemen.com,N/A,not_found
2026-03-18T23:28:00.331241,Titan Concrete,Nashville,titanconcretecompany.com,N/A,not_found
2026-03-18T23:28:02.503646,Outsource Solutions Group,Chicago,osgusa.com,N/A,not_found
2026-03-18T23:28:03.871775,Reintivity Technology Solutions,Chicago,reintivity.com,N/A,not_found
2026-03-18T23:28:06.037778,Ascentient,Chicago,ascentient.com,N/A,not_found
2026-03-18T23:28:07.447204,CelereTech,Schaumburg,celeretech.com,N/A,not_found
2026-03-18T23:28:08.688405,White Construction Services,Dallas,whiteconstructionservices.net,N/A,not_found
2026-03-18T23:28:10.015014,Kendall Creative,Dallas,kendallcreative.com,N/A,not_found
2026-03-18T23:28:11.669456,Five Star Painting of Dallas,Dallas,fivestarpainting.com/dallas,N/A,not_found
2026-03-18T23:28:13.098262,Home Remedy LLC,Houston,homeremedyhouston.com,N/A,not_found
2026-03-18T23:28:14.816155,Strong Tower Renovations LLC,Houston,strongtowerrenovations.com,N/A,not_found
2026-03-18T23:28:16.796265,Metropolitan Collision,Houston,metropolitancollision.com,N/A,not_found
2026-03-18T23:28:18.677252,HoustonTech,Houston,houstontech.com,N/A,not_found
2026-03-18T23:28:20.453747,Expert Computer Solutions,Houston,ecsoffice.com,N/A,not_found
2026-03-18T23:28:22.347953,TopSpot Internet Marketing,Houston,topspot.com,N/A,not_found
2026-03-18T23:28:23.565501,Kacal's Auto and Truck Service,Houston,kacals.com,N/A,not_found
2026-03-18T23:28:25.007035,Atlanta Painting Company,Atlanta,atlantapaintingcompany.com,N/A,not_found
2026-03-18T23:28:27.796153,IntegriCom,Atlanta,integricom.net,N/A,not_found
2026-03-18T23:29:31.344965,ALMAR Auto Repair,Charlotte,almarauto.com,N/A,not_found
2026-03-18T23:29:32.793152,Woodie's Auto Service,Charlotte,woodiesautoservice.com,N/A,not_found
2026-03-18T23:29:38.002197,Wolfpack Construction,Orlando,wolfpackfl.com,N/A,not_found
2026-03-18T23:29:38.617296,Camelback Collision,Phoenix,camelbackcollision.com,N/A,fetch_failed
2026-03-18T23:29:42.185473,Nuvodia,Phoenix,nuvodia.com,N/A,not_found
2026-03-18T23:29:43.911870,Visory,Phoenix,visory.net,N/A,not_found
2026-03-18T23:29:45.882648,Just Digital,Los Angeles,justdigitalinc.com,N/A,not_found
2026-03-18T23:29:47.637333,Zupo,Orange County,zupo.co,N/A,not_found
2026-03-18T23:29:50.045147,OSIbeyond,Washington,osibeyond.com,N/A,not_found
