company_name,city,state,website,email_found
New York Dental Office,New York,NY,newyorkdentaloffice.com,N/A
Beaute Aesthetics,New York,NY,beautenyc.com,info@beautenyc.com
New York City Chiropractic,New York,NY,newyorkcitychiropractic.com,brandon@newyorkcitychiropractic.com
East Village Physical Medicine,New York,NY,eastvillagephysicalmedicine.com,N/A
Wall Street Chiropractic and Wellness,New York,NY,wallstreetchiropractic.com,info@wallstreetchiropractic.com
Westside Veterinary Center,New York,NY,westsidevetcenter.com,N/A
Rivergate Veterinary Clinic,New York,NY,rivergateveterinaryclinic.com,N/A
Washington Square Dermatology,New York,NY,washingtonsqderm.com,N/A
Marmur Medical,New York,NY,marmurmedical.com,N/A
Spring Street Dermatology,New York,NY,springstderm.com,N/A
MDCS Dermatology,New York,NY,mdcsnyc.com,N/A
West Village Eyecare,New York,NY,eyecarenyc.com,wink@eyecarenyc.com
Eye Care Associates in Optometry,New York,NY,doctorlawrenceforgacs.com,drforgacs1@gmail.com
A New Smile Dental Center,Miami,FL,anewsmiledentalcenter.com,N/A
Bayfront Dental,Miami,FL,bayfrontdental.com,N/A
Dental Team of Miami,Miami,FL,dentalteamfl.com,N/A
Pearly Whites Miami,Miami,FL,pearlywhitesmiami.com,admin@pearlywhitesmiami.com
Everything Teeth Miami,Miami,FL,everythingteethmiami.com,N/A
Lyf Aesthetics,Palmetto Bay,FL,lyfaesthetics.com,N/A
Baum Chiropractic Clinic,Miami Beach,FL,miamibeachchiro.com,N/A
Regenerative Chiropractic,Miami,FL,espinozachiro.com,espinozachiro@gmail.com
Adams Veterinary Clinic,Miami,FL,adamsvetmiami.com,adamsvetclinic@aol.com
Alvarez Pet Clinic,Miami,FL,alvarezpetclinic.com,allmail@alvarezpetclinic.com
Lincoln Road Dermatology,Miami Beach,FL,lincolnderm.com,N/A
Dermatology and Skin Cancer Center,Miami,FL,miamidermcenter.com,N/A
Genuine Smiles,North Jersey,NJ,genuinesmilespa.com,N/A
North Jersey Dental Group,Fort Lee,NJ,northjerseydentalgroup.com,N/A
NUVA Smile,North Jersey,NJ,nuvasmile.com,N/A
Downtown Medspa,Jersey City,NJ,downtownmedspa.com,N/A
Dentistry of Nashville,Nashville,TN,dentistryofnashville.com,N/A
East Nashville Aesthetic and Implant Dentistry,Nashville,TN,eastnashvilledentistry.com,office@eastnashvilledentistry.com
Nations Dental Studio,Nashville,TN,nationsdentalstudio.com,hello@nationsdentalstudio.com
Roach Family Dentistry,Nashville,TN,greenhillsdentist.net,N/A
Midtown Smiles,Nashville,TN,midtownsmilestn.com,info@midtownsmilestn.com
Elan Skin and Laser,Nashville,TN,elanskinandlaser.com,N/A
Hi Finch,Nashville,TN,hifinch.com,N/A
Jack and Jill Aesthetics,Nashville,TN,jackjillaesthetics.com,N/A
P3 Precision Physical Therapy,Nashville,TN,p3nashville.com,info@P3nashville.com
Strobel Dentistry,Chicago,IL,strobeldentistry.com,N/A
Enamel Dental Studio,Chicago,IL,enameldentalchicago.com,enamel@enameldentalchicago.com
Cornerstone Dental of Lincoln Square,Chicago,IL,lincolnsquarefamilydentist.com,cornerstonedental.ls@p1dp.com
Chicago Aesthetics Med Spa,Chicago,IL,chicagoaesthetics.com,medspa@chicagoaesthetics.com
ImageLab Med Spa,Chicago,IL,imagelabmedspa.com,chicagosupport@imagelabmedspa.com
Better Med Spa and Wellness,Chicago,IL,bettermedspa.com,hello@bettermedspa.com
Vitahl Medical Aesthetics,Chicago,IL,vitahlchicago.com,N/A
Natural Beauty Med Spa,Chicago,IL,naturalbeautymedspa.com,N/A
South Loop Animal Hospital,Chicago,IL,mysouthloopvet.com,N/A
North Avenue Animal Hospital,Chicago,IL,northavevet.com,N/A
Uptown Animal Hospital,Chicago,IL,uptownah.com,N/A
Dallas Dental Group,Dallas,TX,dallasdental.com,N/A
Turtle Creek Dental Associates,Dallas,TX,turtlecreekdental.com,N/A
Highland Park Dental,Dallas,TX,hpdentist.com,N/A
Royal Lane Dental Center,Dallas,TX,royallanedental.com,N/A
Lakewood Family Dental Care,Dallas,TX,lakewoodfamilydental.com,insurance@lakewoodfamilydental.com
Lily Med Spa,Dallas,TX,lilymedspa.com,info@lilymedspa.com
Mara's Med Spa,Dallas,TX,marasmedspa.com,uptown@marasmedspa.com
Rejuve Med Spa,Dallas,TX,rejuvemedspa.com,salilgandhi@gmail.com
Renew Beauty Med Spa,Dallas,TX,renewbeautymedspa.com,contact@renewbeautymedspa.com
North Dallas Chiropractic Clinic,Dallas,TX,ndallaschiropractic.com,info@ndallaschiropractic.com
Inwood Chiropractic and Wellness Center,Dallas,TX,backpro.net,N/A
Wellness Vida Center,Dallas,TX,wellnessvida.com,N/A
Victory Bark Veterinary Clinic,Dallas,TX,victorybark.com,N/A
North Dallas Veterinary Hospital,Dallas,TX,northdallasvet.com,clientcare.ndalla@svp.vet
Trail Pet Hospital,Dallas,TX,trailpethospital.com,N/A
EaDo Family Dental,Houston,TX,eadofamilydental.com,office@eadofamilydental.com
Houston Westchase Dentists,Houston,TX,houstonwestchasedentists.com,N/A
Acadian Family Dental,Houston,TX,acadiandental.com,N/A
Glow Medical Aesthetics,Houston,TX,glowhouston.com,N/A
Clearstone Laser Hair Removal and Med Spa,Houston,TX,clearstonespa.com,N/A
Persona Med Spa,Houston,TX,personamedicalspa.com,no-reply@personamedicalspa.com
Artavi Med Spa,Houston,TX,artavimedspa.com,info@artavimedspa.com
Galleria Aesthetics,Houston,TX,galleriaesthetics.com,N/A
All Cats Veterinary Clinic,Houston,TX,allcatsvetclinic.com,allcatsvetclinic@yahoo.com
Tanner Lakes Animal Clinic,Houston,TX,tannerlakesac.com,tannerlakesac@gmail.com
Suburbia North Animal Hospital,Houston,TX,suburbiavet.com,ask.jennifer@suburbiavet.com
Heights Veterinary Clinic,Houston,TX,heightsvet.com,N/A
